src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
1189,P30543,Ki,7.55,CHEMBL
1189,P28647,Ki,4.98,CHEMBL
1189,P09884,,,WOMBAT-PK
1191,P04150,EC50,8.2,WOMBAT-PK
1191,P04083,,,WOMBAT-PK
1191,P08235,IC50,9.92,IUPHAR
1193,P35354,IC50,6.93,WOMBAT-PK
1193,P23219,IC50,5.52,WOMBAT-PK
1193,P02766,Kd,7.25,WOMBAT-PK
1193,P10275,IC50,4.12,WOMBAT-PK
1193,P15121,IC50,4.0,CHEMBL
1193,Q04828,IC50,5.22,WOMBAT-PK
1193,P52895,IC50,6.0,WOMBAT-PK
1193,P42330,IC50,6.1,WOMBAT-PK
1193,O95069,EC50,4.0,CHEMBL
1193,P05164,IC50,5.74,CHEMBL
1193,Q6UVM3,EC50,8.85,IUPHAR
1193,O75762,EC50,5.16,CHEMBL
1193,O94759,IC50,4.15,CHEMBL
1193,Q8TD43,IC50,5.55,CHEMBL
1193,P05979,IC50,4.85,CHEMBL
1193,O60218,IC50,6.12,CHEMBL
1193,Q9NZQ8,IC50,4.62,WOMBAT-PK
1193,Q7TN37,IC50,5.6,IUPHAR
1193,Q15561,IC50,4.27,CHEMBL
1193,Q6XQN6,Ki,11.0,CHEMBL
1193,Q9NYV8,EC50,6.863,SCIENTIFIC LITERATURE
1194,P12527,IC50,5.02,CHEMBL
1195,P14867,Kd,8.7,CHEMBL
1195,P47869,Ki,8.24,CHEMBL
1195,P34903,Ki,8.09,CHEMBL
1195,P31644,Kd,9.3,CHEMBL
1195,P48169,Ki,8.7,CHEMBL
1195,P18507|P28472|P47869,Ki,9.046,WOMBAT-PK
1195,P18507|P28472|P34903,Ki,8.979,WOMBAT-PK
1195,P18507|P28472|P31644,Ki,9.222,WOMBAT-PK
1195,P14867|P18507|P28472,Ki,9.097,WOMBAT-PK
1195,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,Ki,9.1,CHEMBL
1195,P08219|P08220|P10063|P10064|P20237|P22300,Ki,10.05,CHEMBL
1195,P18508|P20236|P63138,Ki,9.22,CHEMBL
1195,P18508|P30191|P63138,Ki,7.82,CHEMBL
1195,P18508|P62813|P63138,Ki,9.3,CHEMBL
1195,P18507|P28472|Q16445,Ki,6.83,WOMBAT-PK
1195,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,Ki,9.05,CHEMBL
1198,P04150,,,DRUGBANK
1200,P21554,Ki,5.621,DRUG MATRIX
1200,P35372,IC50,5.62,CHEMBL
1200,P21728,Ki,5.713,DRUG MATRIX
1200,P14416,Ki,6.932,DRUG MATRIX
1200,P08913,Ki,6.662,DRUG MATRIX
1200,Q99720,Ki,8.0,DRUG MATRIX
1200,Q12809,Ki,6.304,DRUG MATRIX
1200,P31645,Ki,6.577,DRUG MATRIX
1200,P23975,Ki,5.877,DRUG MATRIX
1200,P08908,Ki,5.612,DRUG MATRIX
1200,P28223,Ki,6.936,DRUG MATRIX
1200,P41595,Ki,6.16,DRUG MATRIX
1200,P28335,Ki,6.455,DRUG MATRIX
1200,P18089,Ki,6.063,DRUG MATRIX
1200,P35462,Ki,7.481,DRUG MATRIX
1200,P35367,Ki,7.745,DRUG MATRIX
1200,P11229,Ki,6.151,DRUG MATRIX
1200,P20309,Ki,6.504,DRUG MATRIX
1200,P08173,Ki,6.103,DRUG MATRIX
1200,P08912,Ki,6.1,DRUG MATRIX
1200,P18825,Ki,7.495,DRUG MATRIX
1200,P35498,IC50,6.2,WOMBAT-PK
1200,Q01959,Ki,6.333,DRUG MATRIX
1200,P0DMS8,Ki,5.532,DRUG MATRIX
1200,P25100,Ki,6.357,DRUG MATRIX
1200,P41145,IC50,5.02,CHEMBL
1200,P41143,IC50,5.44,CHEMBL
1200,Q00975,IC50,5.78,CHEMBL
1200,P15823,Ki,6.218,DRUG MATRIX
1200,P70580,Ki,7.42,DRUG MATRIX
1200,P43140,IC50,5.96,CHEMBL
1200,P61169,IC50,6.64,CHEMBL
1200,P19327,IC50,5.37,CHEMBL
1200,P04775,IC50,6.31,CHEMBL
1200,P04774|P04775|P08104,Ki,7.28,CHEMBL
1200,Q9Y256,AC50,4.15,CHEMBL
1200,Q03530,AC50,5.46,CHEMBL
1200,Q8HY88,IC50,5.6,CHEMBL
1200,O43497,Kd,6.28,CHEMBL
1200,O95180,Kd,5.44,CHEMBL
1200,Q9P0X4,Kd,6.08,CHEMBL
1201,P04150,EC50,9.1,WOMBAT-PK
1201,Q690N0,Ki,7.328,DRUG MATRIX
1202,P14867,Ki,8.28,IUPHAR
1202,P47869,Ki,8.28,IUPHAR
1202,P34903,Ki,7.8,IUPHAR
1202,P31644,Ki,8.26,IUPHAR
1202,P14867|P18507|P47870,Ki,8.699,WOMBAT-PK
1202,P18507|P28472|P47869,Ki,8.699,WOMBAT-PK
1202,P18507|P28472|P34903,Ki,8.347,WOMBAT-PK
1202,P18507|P28472|P31644,Ki,8.84,WOMBAT-PK
1202,P14867|P47870|Q99928,Ki,7.457,WOMBAT-PK
1202,P14867|P18507|P28472,Ki,8.47,WOMBAT-PK
1202,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,IC50,8.82,CHEMBL
1202,P18507|P34903|P47870,Ki,8.824,WOMBAT-PK
1202,P34903|P47870|Q99928,Ki,7.5,WOMBAT-PK
1202,P28472|P31644|Q99928,Ki,8.42,WOMBAT-PK
1202,P18507|P31644|P47870,Ki,9.0,WOMBAT-PK
1202,P31644|P47870|Q99928,Ki,8.42,WOMBAT-PK
1204,P04150,Ki,8.848,DRUG MATRIX
1204,Q690N0,Ki,8.475,DRUG MATRIX
1205,P04150,Ki,8.622,DRUG MATRIX
1205,Q690N0,Ki,8.538,DRUG MATRIX
1207,P33261,IC50,6.042,DRUG MATRIX
1207,Q99873,IC50,4.12,CHEMBL
1207,Q8VC69,Ki,5.53,CHEMBL
1207,Q80UJ1,Ki,4.0,CHEMBL
1208,P04150,Ki,8.801,DRUG MATRIX
1208,P15207,Ki,6.067,DRUG MATRIX
1208,Q690N0,Ki,6.975,DRUG MATRIX
1209,P08588,Ki,5.356,WOMBAT-PK
1209,P08913,Ki,8.2,CHEMBL
1209,Q99720,IC50,6.07,CHEMBL
1209,Q12809,IC50,6.155,WOMBAT-PK
1209,P31645,Kd,9.091,WOMBAT-PK
1209,P23975,Kd,6.62,WOMBAT-PK
1209,P28223,Ki,6.61,WOMBAT-PK
1209,P41595,Ki,5.3,IUPHAR
1209,P28335,Ki,6.4,WOMBAT-PK
1209,P50406,Ki,6.11,CHEMBL
1209,P35348,Ki,5.699,PDSP
1209,P18089,Ki,6.156,DRUG MATRIX
1209,P35462,Ki,5.699,WOMBAT-PK
1209,P35367,Ki,5.959,WOMBAT-PK
1209,P11229,Ki,6.047,WOMBAT-PK
1209,P08172,Ki,5.569,PDSP
1209,P20309,Ki,6.0,WOMBAT-PK
1209,P08173,Ki,5.538,PDSP
1209,P08912,Ki,5.569,PDSP
1209,Q01959,Kd,5.444,WOMBAT-PK
1209,P10635,IC50,6.155,DRUG MATRIX
1209,P22303,IC50,6.89,CHEMBL
1209,O95069,IC50,4.85,CHEMBL
1209,Q9Y5N1,Ki,5.14,CHEMBL
1209,P31652,Ki,8.7,CHEMBL
1209,P23977,Ki,6.11,CHEMBL
1209,P14842,Ki,6.5,IUPHAR
1209,Q9WTR4,Ki,6.84,CHEMBL
1209,Q61327,Ki,7.97,CHEMBL
1209,O55192,Ki,7.07,CHEMBL
1209,P08909,Ki,6.96,CHEMBL
1209,P31388,Ki,5.8,IUPHAR
1209,Q63380,Ki,6.8,CHEMBL
1209,P19327|P28564|P28565|P30940,IC50,7.82,CHEMBL
1209,P19328|P22086|P22909,Ki,5.72,CHEMBL
1209,P15823|P23944|P43140,Ki,6.22,CHEMBL
1209,Q7RTT9,Ki,4.64,IUPHAR
1209,P25122,IC50,4.88,CHEMBL
1209,P48542,IC50,4.8,IUPHAR
1210,P10275,Ki,8.24,CHEMBL
1211,P21728,Ki,8.4,IUPHAR
1211,P14416,Ki,8.82,IUPHAR
1211,Q99720,IC50,8.65,CHEMBL
1211,P08908,Ki,5.095,PDSP
1211,P28223,Ki,7.058,PDSP
1211,P35348,,,WOMBAT-PK
1211,P35462,Ki,8.96,IUPHAR
1211,P21918,Ki,8.1,IUPHAR
1211,P35367,Ki,9.066,PDSP
1211,P21917,Ki,8.796,PDSP
1211,O95069,IC50,5.7,CHEMBL
1211,O15245,IC50,4.05,CHEMBL
1211,Q95136,Ki,7.75,CHEMBL
1211,P18901,IC50,9.52,CHEMBL
1211,P18901|P19020|P25115|P30729|P61169,IC50,8.52,CHEMBL
1212,P35372,Ki,5.075,DRUG MATRIX
1212,P21728,Ki,7.649,WOMBAT-PK
1212,P14416,Ki,9.269,WOMBAT-PK
1212,P08913,Ki,6.503,WOMBAT-PK
1212,Q99720,Ki,8.067,DRUG MATRIX
1212,Q12809,Ki,5.33,DRUG MATRIX
1212,P31645,Ki,6.101,DRUG MATRIX
1212,P23975,Ki,5.711,DRUG MATRIX
1212,P08908,Ki,6.838,WOMBAT-PK
1212,P28223,Ki,8.044,WOMBAT-PK
1212,P41595,Ki,7.602,DRUG MATRIX
1212,P28335,Ki,7.456,DRUG MATRIX
1212,P50406,Ki,7.464,WOMBAT-PK
1212,P34969,Ki,8.097,WOMBAT-PK
1212,P35348,Ki,8.191,WOMBAT-PK
1212,P18089,Ki,7.087,WOMBAT-PK
1212,P35462,Ki,9.37,WOMBAT-PK
1212,P21918,Ki,7.887,WOMBAT-PK
1212,P35367,Ki,7.793,WOMBAT-PK
1212,P25021,Ki,6.252,WOMBAT-PK
1212,P11229,Ki,6.0,WOMBAT-PK
1212,P08172,Ki,5.575,DRUG MATRIX
1212,P20309,Ki,5.999,DRUG MATRIX
1212,P08173,Ki,6.315,DRUG MATRIX
1212,P08912,Ki,6.447,WOMBAT-PK
1212,P13945,Ki,4.655,DRUG MATRIX
1212,P28222,Ki,6.476,WOMBAT-PK
1212,P28221,Ki,6.476,WOMBAT-PK
1212,P18825,Ki,7.539,WOMBAT-PK
1212,Q01959,Ki,5.788,DRUG MATRIX
1212,P0DMS8,Ki,5.171,DRUG MATRIX
1212,P21917,Ki,7.535,WOMBAT-PK
1212,P25100,Ki,8.019,DRUG MATRIX
1212,P35368,Ki,7.886,WOMBAT-PK
1212,P41145,Ki,5.005,DRUG MATRIX
1212,P41143,Ki,5.072,DRUG MATRIX
1212,P47898,Ki,6.839,WOMBAT-PK
1212,P28566,Ki,6.268,WOMBAT-PK
1212,P00533,IC50,4.397,DRUG MATRIX
1212,O95069,IC50,5.33,CHEMBL
1212,P06241,IC50,5.097,DRUG MATRIX
1212,P04626,IC50,4.708,DRUG MATRIX
1212,P21452,Ki,5.125,DRUG MATRIX
1212,P15207,Ki,6.1,CHEMBL
1212,P28593,Ki,4.67,CHEMBL
1212,P15823,Ki,7.721,DRUG MATRIX
1212,P28564,Ki,6.061,DRUG MATRIX
1212,P33032,Ki,5.049,DRUG MATRIX
1212,P70580,Ki,7.013,DRUG MATRIX
1212,P43140,IC50,7.62,CHEMBL
1212,P19327,IC50,5.78,CHEMBL
1212,P32305,Ki,8.1,IUPHAR
1212,P31388,Ki,7.8,IUPHAR
1212,P33302,IC50,5.77,CHEMBL
1212,P35498|Q99250|Q9NY46,IC50,5.43,CHEMBL
1212,D4A3N4|P21932|P26769|P26770|P40146|Q03343|Q04400|Q8CFM9,IC50,7.1,CHEMBL
1213,P14416,,,CHEMBL
1214,P21728,Ki,7.678,PDSP
1214,P14416,Ki,9.268,PDSP
1214,P08913,Ki,6.503,PDSP
1214,P31645,Ki,5.225,PDSP
1214,P08908,Ki,6.837,PDSP
1214,P28223,Ki,7.979,PDSP
1214,P28335,Ki,6.048,PDSP
1214,P50406,Ki,7.42,PDSP
1214,P34969,Ki,8.097,PDSP
1214,P35348,Ki,8.19,PDSP
1214,P18089,Ki,7.087,PDSP
1214,P35462,Ki,9.611,PDSP
1214,P21918,Ki,7.887,PDSP
1214,P35367,Ki,7.68,PDSP
1214,P25021,Ki,6.252,PDSP
1214,P11229,Ki,5.961,PDSP
1214,P08172,Ki,5.145,PDSP
1214,P20309,Ki,5.841,PDSP
1214,P08173,Ki,5.274,PDSP
1214,P08912,Ki,6.447,PDSP
1214,P28222,Ki,6.476,PDSP
1214,P28221,Ki,6.476,PDSP
1214,P18825,Ki,7.539,PDSP
1214,P21917,Ki,7.444,PDSP
1214,P35368,Ki,7.886,PDSP
1214,P47898,Ki,6.839,PDSP
1214,P28566,Ki,6.268,PDSP
1215,O43526,EC50,5.0,IUPHAR
1215,O43525,,,WOMBAT-PK
1215,P34897,IC50,6.03,CHEMBL
1216,P04150,,,CHEMBL
1217,P04150,Ki,8.695,DRUG MATRIX
1217,Q690N0,Ki,7.658,DRUG MATRIX
1218,O15244,IC50,4.222,WOMBAT-PK
1218,P14867|P18507|P47870,IC50,8.1,WOMBAT-PK
1219,P35354,IC50,8.39,WOMBAT-PK
1219,P23219,IC50,8.74,WOMBAT-PK
1219,P52895,IC50,4.49,CHEMBL
1219,P42330,IC50,5.81,CHEMBL
1219,P12104,Ki,4.59,CHEMBL
1219,P02692,Ki,5.93,CHEMBL
1219,Q05769,IC50,6.3,CHEMBL
1219,P05979,Ki,6.0,CHEMBL
1219,Q63921,IC50,6.77,CHEMBL
1222,P08588,Ki,6.229,PDSP
1222,P07550,Ki,6.292,PDSP
1222,P14416,Ki,9.436,PDSP
1222,P08913,Ki,6.244,PDSP
1222,Q12809,IC50,5.64,CHEMBL
1222,P08908,Ki,7.2,IUPHAR
1222,P28223,Ki,8.0,IUPHAR
1222,P41595,Ki,6.82,CHEMBL
1222,P50406,Ki,5.93,CHEMBL
1222,P18089,Ki,7.319,PDSP
1222,P35462,Ki,8.409,PDSP
1222,P35367,Ki,7.9,IUPHAR
1222,P28222,Ki,5.951,PDSP
1222,P28221,Ki,6.0,IUPHAR
1222,P18825,Ki,7.208,PDSP
1222,P21917,Ki,8.056,PDSP
1222,P23415,EC50,5.92,CHEMBL
1222,P28566,Ki,5.6,IUPHAR
1222,P41146,Ki,6.3,CHEMBL
1223,O70528,Ki,5.646,DRUG MATRIX
1223,P50406,Ki,5.082,DRUG MATRIX
1223,P10275,Ki,5.89,CHEMBL
1223,P05177,Ki,5.356,WOMBAT-PK
1223,P15207,Ki,5.049,DRUG MATRIX
1223,O70127,IC50,4.1,CHEMBL
1225,P04150,EC50,10.74,WOMBAT-PK
1225,P08235,EC50,6.83,IUPHAR
1225,P06401,EC50,9.77,WOMBAT-PK
1225,P47712,,,WOMBAT-PK
1225,P06536,EC50,9.12,CHEMBL
1227,O75469,EC50,5.21,CHEMBL
1227,Q96RI1,IC50,4.86,CHEMBL
1229,Q14994,,,WOMBAT-PK
1229,P11712,IC50,6.398,DRUG MATRIX
1229,P19793,Kd,4.96,CHEMBL
1229,P51639,IC50,8.6,CHEMBL
1229,Q14973,IC50,4.4,CHEMBL
1229,P04035,IC50,7.55,CHEMBL
1230,Q99720,Ki,7.44,CHEMBL
1230,P31645,Ki,8.51,WOMBAT-PK
1230,P23975,Ki,5.951,PDSP
1230,Q01959,Ki,8.84,CHEMBL
1230,P05177,Ki,5.07,WOMBAT-PK
1230,P31652,Ki,8.19,IUPHAR
1230,Q9R0C9,Ki,7.44,CHEMBL
1231,P04818,Ki,4.4,CHEMBL
1231,B0BL08,Kd,6.09,CHEMBL
1232,P04818,Ki,4.071,WOMBAT-PK
1232,P00374,Ki,5.63,CHEMBL
1233,P00325|P00326|P07327,,,CHEMBL
1233,P00327|P00328,Kd,7.89,CHEMBL
1236,P01008,Kd,7.49,IUPHAR
1238,P11511,Ki,7.569,WOMBAT-PK
1239,P08588,Ki,6.5,CHEMBL
1239,P07550,Kd,8.6,CHEMBL
1239,P14416,Ki,4.89,CHEMBL
1239,P35462,Ki,5.79,CHEMBL
1239,P13945,EC50,7.6,CHEMBL
1239,Q8K4Z4,EC50,8.8,CHEMBL
1239,P07900,IC50,8.523,WOMBAT-PK
1240,P03367,,,WOMBAT-PK
1240,Q72874,,,CHEMBL
1241,P04293,IC50,4.13,CHEMBL
1241,P08546,IC50,5.6,CHEMBL
1241,Q72547,IC50,5.69,CHEMBL
1241,Q9WKE8,IC50,5.6,CHEMBL
1242,P10613,,,WOMBAT-PK
1243,Q836E5,,,WOMBAT-PK
1243,Q831A8,,,WOMBAT-PK
1243,P0A749,IC50,7.0,CHEMBL
1243,Q9HVW7,IC50,4.98,CHEMBL
1245,P12821,IC50,9.0,CHEMBL
1245,P12822,Ki,8.82,CHEMBL
1247,Q14524,,,DRUGBANK
1251,P08908,Ki,7.21,CHEMBL
1251,P28222,Ki,7.99,CHEMBL
1251,P28221,Ki,8.36,CHEMBL
1252,P23415,EC50,4.9,CHEMBL
1253,P05164,IC50,6.34,CHEMBL
1255,O75469,EC50,5.71,CHEMBL
1255,P62593,IC50,4.25,CHEMBL
1255,P03372,Ki,9.62,WOMBAT-PK
1255,P06401,IC50,9.68,CHEMBL
1255,Q92731,Ki,8.74,WOMBAT-PK
1255,Q99527,EC50,7.0,WOMBAT-PK
1255,Q96RI1,IC50,6.1,CHEMBL
1255,P11474,IC50,8.7,CHEMBL
1255,P34913,Ki,7.59,CHEMBL
1255,P06211,IC50,8.23,CHEMBL
1256,P45984,IC50,4.87,CHEMBL
1258,Q13621,IC50,6.2,WOMBAT-PK
1258,P05023,,,WOMBAT-PK
1258,P00918,Ki,7.19,CHEMBL
1258,P00915,Ki,7.21,CHEMBL
1258,P22748,Ki,6.25,CHEMBL
1258,Q16790,Ki,6.38,CHEMBL
1258,O43570,Ki,6.58,CHEMBL
1258,P35218,Ki,6.3,CHEMBL
1258,Q9Y2D0,Ki,6.49,CHEMBL
1258,P43166,Ki,6.29,CHEMBL
1258,P23280,Ki,6.61,CHEMBL
1258,Q9ULX7,Ki,7.28,CHEMBL
1258,P28845,IC50,5.42,CHEMBL
1258,P55011,IC50,5.13,IUPHAR
1258,Q9D6N1,Ki,6.26,CHEMBL
1258,P50172,IC50,5.42,CHEMBL
1258,Q9HC97,Ki,5.49,CHEMBL
1258,P96618,IC50,4.9,CHEMBL
1258,Q9NZ45,Ki,5.64,CHEMBL
1261,O95342,IC50,4.94,CHEMBL
1261,O70127,IC50,4.76,CHEMBL
1262,P30531,IC50,5.3,CHEMBL
1262,P23978,IC50,5.59,CHEMBL
1262,P31648,IC50,5.14,CHEMBL
1262,P62813,EC50,5.0,CHEMBL
1262,P23576,IC50,7.66,CHEMBL
1262,P24046,EC50,6.57,CHEMBL
1262,P48066,IC50,5.15,CHEMBL
1262,P48065,IC50,4.44,CHEMBL
1262,P31650,IC50,5.09,CHEMBL
1262,P31646,IC50,5.3,CHEMBL
1262,P31649,IC50,4.56,CHEMBL
1262,P23574,IC50,7.48,CHEMBL
1262,Q9Z0U4,IC50,4.6,IUPHAR
1262,Q9NSD5,IC50,4.58,CHEMBL
1264,Q14524,,,WOMBAT-PK
1264,P08913,,,WOMBAT-PK
1264,P30542,,,WOMBAT-PK
1264,O75899,,,WOMBAT-PK
1264,Q8TCU5,,,WOMBAT-PK
1264,Q01650,IC50,4.523,WOMBAT-PK
1264,P54289,IC50,7.26,WOMBAT-PK
1264,O43525,EC50,8.28,IUPHAR
1264,Q9NR82,EC50,8.72,IUPHAR
1264,O08532,Ki,6.92,CHEMBL
1264,O77773,IC50,7.15,CHEMBL
1264,Q9NY47,IC50,6.928,SCIENTIFIC LITERATURE
1272,P22303,Ki,7.21,CHEMBL
1272,P06276,Ki,6.72,CHEMBL
1272,P04058,IC50,6.44,CHEMBL
1272,P21836,IC50,5.6,CHEMBL
1272,Q9JKC1,IC50,5.23,CHEMBL
1272,P37136,IC50,6.27,CHEMBL
1272,O42275,Ki,6.37,CHEMBL
1272,P23795,IC50,5.06,CHEMBL
1272,Q9N1N9,Ki,5.1,CHEMBL
1272,P81908,Ki,5.03,CHEMBL
1273,P11229,Ki,5.07,CHEMBL
1273,P22303,Ki,4.43,CHEMBL
1273,P04058,Ki,4.82,CHEMBL
1273,P10980,Ki,5.6,IUPHAR
1273,P06199,EC50,6.89,CHEMBL
1273,P02708,IC50,6.0,IUPHAR
1273,P08172,Ki,6.148,DRUG MATRIX
1275,P35498|Q99250|Q9NY46,IC50,5.44,CHEMBL
1276,P31213,IC50,4.85,CHEMBL
1276,Q07869,IC50,6.57,CHEMBL
1276,P37231,IC50,5.66,CHEMBL
1276,Q03181,IC50,6.12,CHEMBL
1276,O14842,EC50,5.33,CHEMBL
1276,P13726,IC50,4.52,CHEMBL
1277,P04293,,,WOMBAT-PK
1277,Q9QNF7,,,WOMBAT-PK
1277,Q13255,Ki,6.05,WOMBAT-PK
1277,P41594,Ki,5.41,WOMBAT-PK
1277,P10210,EC50,6.07,WOMBAT-PK
1277,P9WP01,Kd,4.8,CHEMBL
1279,P30968,,,CHEMBL
1280,P0C1U9,IC50,5.92,CHEMBL
1280,P9WG47,IC50,5.03,CHEMBL
1280,P72525|Q59961,,,CHEMBL
1280,P0A4L9|P72524,,,CHEMBL
1280,P0AES4|P0AES6,IC50,6.3,CHEMBL
1282,Q9UNQ0,IC50,5.96,CHEMBL
1282,P00519,Kd,6.64,CHEMBL
1282,P10721,Kd,5.74,CHEMBL
1282,P00533,Ki,9.4,CHEMBL
1282,P06239,Kd,6.2,CHEMBL
1282,P15056,IC50,5.7,CHEMBL
1282,P36888,Kd,6.0,CHEMBL
1282,P07949,IC50,5.77,CHEMBL
1282,P35968,IC50,5.72,CHEMBL
1282,P04626,Kd,5.96,CHEMBL
1282,P15735,Kd,5.57,CHEMBL
1282,O43293,Kd,5.24,CHEMBL
1282,P08631,Kd,5.36,CHEMBL
1282,Q15303,Kd,6.39,CHEMBL
1282,P53779,Kd,5.64,CHEMBL
1282,Q9H1R3,Kd,5.72,CHEMBL
1282,P29322,Kd,5.74,CHEMBL
1282,P08581,Kd,5.46,CHEMBL
1282,P07948,Kd,6.0,CHEMBL
1282,Q16816,Kd,5.43,CHEMBL
1282,O94768,Kd,5.42,CHEMBL
1282,O94804,Kd,6.33,CHEMBL
1282,P42684,Kd,5.8,CHEMBL
1282,P54756,Kd,5.82,CHEMBL
1282,Q9UEE5,Kd,5.7,CHEMBL
1282,Q9UF33,Kd,6.23,CHEMBL
1282,Q9UKE5,Kd,5.16,CHEMBL
1282,P49674,Kd,6.37,CHEMBL
1282,P09769,Kd,5.59,CHEMBL
1282,Q9NRP7,Kd,5.24,CHEMBL
1282,P29320,Kd,5.26,CHEMBL
1282,P42685,Kd,5.7,CHEMBL
1282,P56817,IC50,4.7,CHEMBL
1282,O14976,Kd,8.15,CHEMBL
1282,O43353,Kd,6.28,CHEMBL
1282,P54762,Kd,5.89,CHEMBL
1282,Q07912,IC50,5.64,CHEMBL
1282,Q9H2G2,Kd,6.04,CHEMBL
1282,Q9HBH9,Kd,6.44,CHEMBL
1282,P45984,Kd,5.85,CHEMBL
1282,P54760,Kd,5.6,CHEMBL
1282,Q3U3Q1,Kd,5.85,CHEMBL
1282,Q13882,IC50,6.01,CHEMBL
1282,P30530,Kd,5.74,CHEMBL
1282,P50613,Kd,6.21,CHEMBL
1282,Q15139,Kd,5.46,CHEMBL
1282,Q9C098,Kd,5.54,CHEMBL
1282,Q9H093,Kd,5.34,CHEMBL
1282,P48730,Kd,5.49,CHEMBL
1282,P42681,Kd,5.22,CHEMBL
1282,Q9BUB5,Kd,6.54,CHEMBL
1282,Q9UBE8,Kd,5.38,CHEMBL
1282,Q9Y616,Kd,5.82,CHEMBL
1282,Q9H0K1,Kd,5.68,CHEMBL
1282,Q09013,Kd,5.16,CHEMBL
1282,P29376,Kd,5.26,CHEMBL
1282,Q86V86,Kd,5.24,CHEMBL
1282,P51451,Kd,5.92,CHEMBL
1282,O14578,Kd,5.89,CHEMBL
1282,P21709,Kd,5.4,CHEMBL
1282,P68370,Kd,6.39,CHEMBL
1282,Q16659,Kd,5.8,CHEMBL
1282,P31152,Kd,5.51,CHEMBL
1282,O75676,Kd,5.92,CHEMBL
1282,P25779,IC50,4.06,CHEMBL
1282,Q8N4C8,Kd,5.74,CHEMBL
1282,Q9NWZ3,Kd,6.27,CHEMBL
1282,O96017,Kd,6.1,CHEMBL
1282,O15197,Kd,5.49,CHEMBL
1282,Q8NE63,Kd,6.51,CHEMBL
1282,P51617,Kd,7.16,CHEMBL
1282,Q9Y2U5,Kd,5.48,CHEMBL
1282,Q99759,Kd,5.68,CHEMBL
1282,Q56UN5,Kd,6.62,CHEMBL
1282,P21860,Kd,6.1,CHEMBL
1282,P0A0J7,IC50,5.01,CHEMBL
1282,Q52WX2,Kd,6.25,CHEMBL
1282,Q8TBX8,Kd,5.12,CHEMBL
1282,Q13163,Kd,6.22,CHEMBL
1282,P12931,Kd,5.42,SCIENTIFIC LITERATURE
1283,P04818,,,WOMBAT-PK
1283,P27707,,,WOMBAT-PK
1283,P23921,,,WOMBAT-PK
1283,P31350,,,WOMBAT-PK
1283,P30085,,,WOMBAT-PK
1283,P09884|P28340|Q07864,,,CHEMBL
1285,P06858,,,WOMBAT-PK
1285,P02766,Kd,7.0,CHEMBL
1285,P10632,Ki,5.74,WOMBAT-PK
1285,P11712,Ki,4.523,WOMBAT-PK
1285,Q07869,EC50,4.23,IUPHAR
1285,P02692,Ki,5.73,CHEMBL
1285,Q9NZ45,Ki,5.14,CHEMBL
1286,P0C1U9,IC50,6.52,CHEMBL
1286,P0AES7,,,WOMBAT-PK
1286,P72525,,,WOMBAT-PK
1291,P06401,,,WOMBAT-PK
1291,P20815,,,WOMBAT-PK
1292,P04278,Kd,8.11,CHEMBL
1293,Q12882,Ki,6.638,SCIENTIFIC LITERATURE
1297,O95342,IC50,4.65,CHEMBL
1297,O70127,IC50,4.49,CHEMBL
1298,O60706|Q14654,Ki,5.17,WOMBAT-PK
1298,Q09428|Q14654,Kd,7.046,SCIENTIFIC LITERATURE
1299,O60706|Q14654,Ki,5.13,WOMBAT-PK
1299,Q09428|Q14654,Kd,6.222,SCIENTIFIC LITERATURE
1300,Q09428|Q14654,Ki,9.24,WOMBAT-PK
1300,O60706|Q14654,Ki,7.98,WOMBAT-PK
1301,Q09428|Q14654,Kd,9.097,SCIENTIFIC LITERATURE
1302,Q09428|Q14654,Kd,9.0,SCIENTIFIC LITERATURE
1305,Q09428|Q14654,Kd,7.959,SCIENTIFIC LITERATURE
1310,P0DMS8,IC50,6.21,CHEMBL
1310,P00390,Ki,4.37,CHEMBL
1310,P42261,Ki,5.87,CHEMBL
1310,P39086,Ki,6.15,CHEMBL
1310,P42262,Ki,6.03,CHEMBL
1310,Q13255,Ki,6.6,CHEMBL
1310,P00367,,,WOMBAT-PK
1310,P49448,,,WOMBAT-PK
1310,Q16478,Ki,6.15,CHEMBL
1310,P41594,Ki,6.41,CHEMBL
1310,Q14833,Ki,5.85,CHEMBL
1310,P48058,Ki,6.06,CHEMBL
1310,Q13002,Ki,5.96,CHEMBL
1310,Q13003,Ki,6.1,CHEMBL
1310,Q14831,EC50,5.93,CHEMBL
1310,O15303,EC50,5.31,CHEMBL
1310,Q14416,EC50,6.54,CHEMBL
1310,P43003,Ki,4.46,CHEMBL
1310,P43004,Ki,4.21,CHEMBL
1310,P43005,Ki,7.29,CHEMBL
1310,P19491,Ki,6.55,CHEMBL
1310,P42263,Ki,6.595,PDSP
1310,Q16099,Ki,7.738,PDSP
1310,Q14832,Ki,7.4,IUPHAR
